source,status,date,type,fromcountry,fromname,fromalterns,fromiso,fromfips,fromhasc,fromtype,fromcapitalname,fromcapital,tocountry,toname,toalterns,toiso,tofips,tohasc,totype,tocapitalname,tocapital,transfer_source,transfer_reference,transfer_geom
http://www.statoids.com/ung.html,Pending,1967-05-27,FullTransfer,Nigeria,Delta,,,,,,Warri,,Nigeria,Mid-Western,,,,,,,,http://mapwarper.net/maps/wms/16160?request=GetCapabilities&service=WMS&version=1.1.1,"West Africa. Pergamon World Atlas. Pergamon Press, Ltd. & P.W.N. Poland 1967. Sluzba Topograficzna W.P. National and administrative boundaries. Retrieved from the David Rumsey Map Collection. http://rumsey.georeferencer.com/map/xPGE0sobt4TCn4fARcsEID/201306170401-BpaT2W/# is_map","{""type"": ""MultiPolygon"", ""coordinates"": [[[[6.9970125658438, 5.5076355859637], [6.6411364031956, 4.9705859273672], [6.4395742630587, 4.9275505542755], [6.3198704598472, 4.6202029287815], [5.953007969074, 4.4398384541273], [5.8494804007933, 4.608070962131], [5.403017490171, 4.3094522505999], [4.9693609541283, 4.7097786515951], [4.496982540004, 5.8275872468948], [4.707385034646638, 6.172238004435763], [5.1222082274035, 6.1667976845562], [5.222500632517, 6.1392980013549], [5.2160301385447, 6.0179766584694], [5.2694115461782, 5.9338605721056], [5.4230853589252, 5.9969478045165], [5.4651434859261, 6.0778284762561], [5.6545733241364, 6.0509524066507], [5.8098647603765, 6.0008064974606], [5.9117747889832, 5.881102526611], [5.8934922656044, 5.8050746415317], [5.9581970376894, 5.7549283970654], [6.1049117753282, 5.8170382995665], [6.1954983556643, 5.9081133772194], [6.2676171725616, 5.9911344517529], [6.452025747858, 5.9895167444407], [6.6747348429635, 5.9958018307149], [6.9269822258503, 6.0294516515493], [6.940770240664853, 6.074082824954598], [6.9571785768495, 5.9324290975928], [6.9970125658438, 5.5076355859637]]]]}"
http://www.statoids.com/uci.html,Pending,1987-01-01,Breakaway,Ivory Coast,Sud,,,,,,Abidjan,,Ivory Coast,Sud-Ouest,,,,,,,,,,
http://www.statoids.com/ung.html,NonActive,1967-05-27,FullTransfer,Nigeria,Yenagoa,,,,,Province,Yenagoa,,Nigeria,Rivers,,,,,,,,http://mapwarper.net/maps/wms/16160?request=GetCapabilities&service=WMS&version=1.1.1,"West Africa. Pergamon World Atlas. Pergamon Press, Ltd. & P.W.N. Poland 1967. Sluzba Topograficzna W.P. National and administrative boundaries. Retrieved from the David Rumsey Map Collection. http://rumsey.georeferencer.com/map/xPGE0sobt4TCn4fARcsEID/201306170401-BpaT2W/# is_map","{""type"": ""MultiPolygon"", ""coordinates"": [[[[6.731830628123, 3.9886990827403], [6.6851808945648, 4.2980855223618], [6.6423139558173, 4.3862457093678], [6.5727563551626, 4.4412448243133], [6.5785949374548, 4.5389675055525], [6.592344737146, 4.6255101528845], [6.5304033947176, 4.6539363716624], [6.4479048480279, 4.7154058967612], [6.4452425041235, 4.8142828498862], [6.3974806177429, 4.9103458304784], [6.4120391872711, 4.9515951038233], [6.4328239182941, 5.0055410326353], [6.4323773304931, 5.0249900654783], [6.4267072663642, 5.0479107987962], [6.475800324697, 5.1075183679245], [6.527816907037, 5.1986947827867], [6.5666397451422, 5.24722340376], [6.5779630676842, 5.3216338329843], [6.5407578530721, 5.3594036106846], [6.408180494327, 5.4919387665472], [6.120008379221, 5.4763184613442], [5.8676599524915, 5.2401462695456], [5.3759037517011, 4.9133871621347], [5.2108729630709, 4.6099153286672], [5.5473376438022, 4.1356156146979], [6.0898802988231, 3.9664064473367], [6.2225250899792, 3.934053642199], [6.731830628123, 3.9886990827403]]]]}"
http://www.statoids.com/ugh.html,Pending,1970-07-01,NewInfo,Ghana,Western,,,,,,,Cape Coast,Ghana,Western,,,,,,,Sekondi,,,
http://www.statoids.com/ung.html,NonActive,1967-05-27,FullTransfer,Nigeria,Enugu,,,,,Province,Enugu,,Nigeria,East Central,,,,,,,,http://mapwarper.net/maps/wms/16160?request=GetCapabilities&service=WMS&version=1.1.1,"West Africa. Pergamon World Atlas. Pergamon Press, Ltd. & P.W.N. Poland 1967. Sluzba Topograficzna W.P. National and administrative boundaries. Retrieved from the David Rumsey Map Collection. http://rumsey.georeferencer.com/map/xPGE0sobt4TCn4fARcsEID/201306170401-BpaT2W/# is_map","{""type"": ""MultiPolygon"", ""coordinates"": [[[[8.148452960886, 7.0511840935796], [7.9624267620966, 6.8004532065242], [7.9138982249424, 6.6839846502989], [7.8643248835578, 6.6529970895498], [7.7980025717988, 6.6481443028896], [7.7430035406723, 6.6449090559035], [7.6653577806428, 6.7177018616348], [7.6696882909164, 6.5984699595719], [7.6928236009553, 6.4400779735296], [7.6895883539691, 6.3300799112766], [7.6524337241426, 6.2359548266977], [7.6799332397058, 6.1453680787235], [7.6081850705668, 6.0837300773709], [7.6373022096231, 5.9591733198612], [7.6033322000876, 5.9219680633395], [7.488722896920125, 5.983298756309549], [7.4689189530911, 6.043875468857], [7.3475975263866, 6.0471107158432], [7.253148218793023, 6.0356622789704115], [7.2187934247633, 6.0645402352384], [7.2204110482564, 6.1163040193787], [7.2014883151134, 6.1993418577185], [7.2823692383101, 6.2769876177481], [7.2359132105341, 6.2935680280498], [7.1404737597188, 6.3226854185632], [7.124297524788, 6.4229775722197], [7.0515047190567, 6.4423890541366], [6.9609180549016, 6.4343010204902], [6.8929780358305, 6.3970957639685], [6.8945956593236, 6.4941528382769], [6.9130466170465, 6.5959113220742], [6.9955452056458, 6.6120873893669], [6.9809865942081, 6.7204679119459], [6.977751347222, 6.8380655105284], [6.9858394646874, 6.9986983145645], [6.906505844593312, 6.984669544421596], [6.9335031788796, 7.0590531919151], [7.0737305330112, 7.1939052734523], [7.2953443229198, 7.3055210430174], [7.5400934228673, 7.322185775265], [7.7697952883318, 7.1830706577747], [7.9428804991767, 7.1167481783777], [8.148452960886, 7.0511840935796]]]]}"
http://www.statoids.com/ung.html,Pending,1967-05-27,FullTransfer,Nigeria,Onitsha,,,,,Province,Onitsha,,Nigeria,East Central,,,,,,,,http://mapwarper.net/maps/wms/16160?request=GetCapabilities&service=WMS&version=1.1.1,"West Africa. Pergamon World Atlas. Pergamon Press, Ltd. & P.W.N. Poland 1967. Sluzba Topograficzna W.P. National and administrative boundaries. Retrieved from the David Rumsey Map Collection. http://rumsey.georeferencer.com/map/xPGE0sobt4TCn4fARcsEID/201306170401-BpaT2W/# is_map","{""type"": ""MultiPolygon"", ""coordinates"": [[[[6.363389196755407, 5.69642519181493], [6.3419091412654, 5.8655898961297], [6.3874720772585, 6.039366194891], [6.497470181421, 6.214069029229], [6.552334389635, 6.5347450542322], [6.5075297225123, 6.7160194682947], [6.6854678457459, 6.7883237767091], [6.8051716489574, 6.9667503553501], [6.9858394646874, 6.9986983145645], [6.977751347222, 6.8380655105284], [6.9809865942081, 6.7204679119459], [6.9955452056458, 6.6120873893669], [6.9130466170465, 6.5959113220742], [6.8945956593236, 6.4941528382769], [6.8929780358305, 6.3970957639685], [6.9609180549016, 6.4343010204902], [7.0515047190567, 6.4423890541366], [7.124297524788, 6.4229775722197], [7.1404737597188, 6.3226854185632], [7.2359132105341, 6.2935680280498], [7.2823692383101, 6.2769876177481], [7.2014883151134, 6.1993418577185], [7.2204110482564, 6.1163040193787], [7.2187934247633, 6.0645402352384], [7.253148218793023, 6.0356622789704115], [7.2408347111197, 6.0341697278986], [7.2659077495338, 6.0001829545567], [7.2173792123796, 5.9403309691319], [7.117086807266, 5.9435662161181], [7.0345882605763, 5.9435662161181], [6.9973830040546, 5.8444029371807], [6.9239835999908, 5.7978795189032], [6.8172207009049, 5.8006261009345], [6.7767802812161, 5.7375388685236], [6.66516459547, 5.7014628219972], [6.5939893294128, 5.7003336120019], [6.363389196755407, 5.69642519181493]]]]}"
http://www.statoids.com/ung.html,NonActive,1967-05-27,FullTransfer,Nigeria,Calabar,,,,,Province,Calabar,,Nigeria,South-Eastern,,,,,,,,http://mapwarper.net/maps/wms/16160?request=GetCapabilities&service=WMS&version=1.1.1,"West Africa. Pergamon World Atlas. Pergamon Press, Ltd. & P.W.N. Poland 1967. Sluzba Topograficzna W.P. National and administrative boundaries. Retrieved from the David Rumsey Map Collection. http://rumsey.georeferencer.com/map/xPGE0sobt4TCn4fARcsEID/201306170401-BpaT2W/# is_map","{""type"": ""MultiPolygon"", ""coordinates"": [[[[9.265344329671711, 5.4947298489289444], [9.2254162067547, 5.0022846087813], [8.9407154778019, 4.5169992372393], [8.4942523995414, 4.1158292815089], [8.1468236235201, 4.3491598358609656], [8.1988844415174, 4.3502717891891], [8.3379997266458, 4.4505642781217], [8.3963013952599, 4.6050635406931], [8.3526256447659, 4.7457963654955], [8.287920872681, 4.8137363845666], [8.271508854814, 4.8605124334057], [8.2618031138555, 4.9235996658166], [8.2812145119534, 4.9688931236227], [8.2569502433763, 5.0125688741167], [8.1953122420238, 5.0372710133155], [8.1516364915298, 5.0550647879203], [8.133842716925, 5.0809467638095], [8.1157119059936, 5.1818625310619], [8.0865947669373, 5.2320087755282], [8.123800023459, 5.3128897825439], [8.1784283230082, 5.4442033598383], [8.2091631693767, 5.5407719368298], [8.2010749680923, 5.6302294748087], [8.1716545717792, 5.7500006685217], [8.198753794717137, 5.63967903160595], [8.4315361920744, 5.8217916637662], [8.6801776383072, 5.7325528934601], [8.8839976955205, 5.596673190594], [9.2528146784752, 5.4802046343687], [9.265344329671711, 5.4947298489289444]]]]}"
"Inferred since est ceased to exist, http://www.statoids.com/uci.html",Pending,1987-01-01,Breakaway,Ivory Coast,Est,,,,,,Abengourou,,Ivory Coast,Centre-Est,,,,,,,,,,
http://www.statoids.com/ugh.html,Pending,1971-01-01,NewInfo,Ghana,Western,,,,,,,Sekondi,Ghana,Western,,,,,,,Sekondi-Takoradi,,,
http://www.statoids.com/ung.html,NonActive,1967-05-27,FullTransfer,Nigeria,Owerri,,,,,Province,Owerri,,Nigeria,East Central,,,,,,,,http://mapwarper.net/maps/wms/16160?request=GetCapabilities&service=WMS&version=1.1.1,"West Africa. Pergamon World Atlas. Pergamon Press, Ltd. & P.W.N. Poland 1967. Sluzba Topograficzna W.P. National and administrative boundaries. Retrieved from the David Rumsey Map Collection. http://rumsey.georeferencer.com/map/xPGE0sobt4TCn4fARcsEID/201306170401-BpaT2W/# is_map","{""type"": ""MultiPolygon"", ""coordinates"": [[[[6.3076707674192, 5.6954808253417], [6.5939893294128, 5.7003336120019], [6.66516459547, 5.7014628219972], [6.7767802812161, 5.7375388685236], [6.8172207009049, 5.8006261009345], [6.9239835999908, 5.7978795189032], [6.9973830040546, 5.8444029371807], [7.0345882605763, 5.9435662161181], [7.117086807266, 5.9435662161181], [7.2173792123796, 5.9403309691319], [7.2659077495338, 6.0001829545567], [7.2408347111197, 6.0341697278986], [7.3475975263866, 6.0471107158432], [7.4689189530911, 6.043875468857], [7.4964184686543, 5.9597593824932], [7.5095447804781, 5.8321190904448], [7.5661614350976, 5.815942855514], [7.5645438116046, 5.7205033208797], [7.3930762242528, 5.7313381041953], [7.4470136873426, 5.5818768683443], [7.6233341451736, 5.4783154371748], [7.5389988720419, 5.4224233980844], [7.6193912141027, 5.3528658393392], [7.6340762665498, 5.3152561978991], [7.4836377007889, 5.3120209509129], [7.5467248493808, 5.1793761597569], [7.4625158496203, 4.9905698094139], [7.5289648538458, 4.9691532505299], [7.5147178396585, 4.9334476003045], [7.4564835615458, 4.9245507130021], [7.4297928158196, 4.900286444425], [7.4953063996511, 4.8857279168064], [7.4655405431988, 4.8423891188199], [7.4501731619241, 4.7922430419917], [7.4355302914048, 4.6474660327281], [7.023854234342611, 4.711113432122275], [7.0771342143417, 4.8784181082569], [7.1790610067547, 4.9922917948984], [7.2437657788397, 5.1314069123887], [7.2733715828509, 5.1755711601995], [7.2072514425964, 5.2141919525288], [7.1053414139897, 5.219044739189], [7.0083347987384, 5.2482124211215], [6.9290714990348, 5.2013015912794], [6.867601973936, 5.2288009392046], [6.8352495878936, 5.3274757208251], [6.7770153097809, 5.3954157398962], [6.7834353027866, 5.4527570938639], [6.772111938335, 5.5174618659488], [6.6500322427601, 5.5447084994935], [6.4106246363372, 5.5689727680706], [6.3908756639383695, 5.534841105970068], [6.3076707674192, 5.6954808253417]]]]}"
http://www.statoids.com/usl.html,NonActive,1931-01-01,FullTransfer,Sierra Leone Colony,Sherbro Island,,,,,,,,Sierra Leone Protectorate,Southern,,,,,,,,http://mapwarper.net/maps/wms/19956?request=GetCapabilities&service=WMS&version=1.1.1,...,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-11.740187988615, 6.6976662632079], [-11.62857221905, 6.9208976347], [-11.596219833008, 7.0341309439391], [-11.580161615274, 7.1153825987131], [-11.659424914977, 7.1687639225275], [-11.693496010265, 7.236720873043], [-11.753347911871, 7.2205446381122], [-11.764671276322, 7.2868669498712], [-11.802853862754, 7.3522120993585], [-11.890205279923, 7.3247125837952], [-11.946518593467, 7.3566268477589], [-11.998282377607, 7.3954496439547], [-12.027399516663, 7.4601544160396], [-12.100192406214, 7.4423606414348], [-12.171367588452, 7.445595888421], [-12.205337597987, 7.5027011241764], [-12.245407369918, 7.5730675365776], [-12.306876895017, 7.6296842750162], [-12.372070332057, 7.6156142447144], [-12.416672785765, 7.6417490188033], [-12.462454740888, 7.720523653552], [-12.543335747904, 7.7059651259333], [-12.624604166484, 7.7091666776687], [-12.716808454132, 7.738283732906], [-12.797049083746, 7.7581838797778], [-12.878907336852, 7.7787242364139], [-12.998611140064, 7.804606044665], [-13.089197804219, 7.8337232675404], [-13.233165959826, 7.8380875568837], [-13.448309213853, 7.6978432293982], [-13.519484479911, 7.1734147891403], [-13.093241904861, 6.6587082669139], [-12.274726764298, 6.458123959601], [-11.740187988615, 6.6976662632079]]]]}"
"Reorganization inferred from comparing maps, http://www.statoids.com/ubf.html",NonActive,1997-01-01,PartTransfer,Burkina Faso,Gourma,,,,,,,,Burkina Faso,Kourotenga,,,,,,,,http://mapwarper.net/maps/wms/20005?request=GetCapabilities&service=WMS&version=1.1.1,...,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[0.0274658203125, 11.738891601563], [-0.054931640625, 11.780090332034], [-0.1153564453125, 11.862487792971], [-0.15655517578125, 11.969604492188], [-0.10986328125, 11.991577148438], [-0.07415771484375, 12.052001953126], [-0.10162353515625, 12.084960937501], [-0.164794921875, 12.101440429688], [-0.120849609375, 12.175598144532], [-0.092010498046875, 12.205810546876], [-0.10025024414063, 12.249755859376], [-0.1483154296875, 12.271728515626], [-0.10986328125, 12.326660156251], [-0.032958984375, 12.425537109376], [0.12908935546875, 12.450256347657], [0.20599365234375, 12.25799560547], [0.17852783203125, 12.027282714845], [0.11810302734375, 11.933898925782], [0.0274658203125, 11.738891601563]]]]}"
"Reorganization inferred from comparing maps, http://www.statoids.com/ubf.html",Pending,1997-01-01,Breakaway,Burkina Faso,Gourma,,,,,,,,Burkina Faso,Komondjari,,,,,,,,,,
"Inferred since est ceased to exist, http://www.statoids.com/uci.html",Pending,1987-01-01,Breakaway,Ivory Coast,Est,,,,,,Abengourou,,Ivory Coast,Nord-Est,,,,,,,,,,
http://www.statoids.com/ugh.html,Pending,1960-07-01,Breakaway,Ghana,Northern,,,,,,,,Ghana,Upper,,,,,,,,,,
"Reorganization inferred from province hasc codes, http://www.statoids.com/ubf.html",Pending,2001-07-02,FullTransfer,Burkina Faso,Nayala,,NAY,UV66,,Province,Toma,,Burkina Faso,Boucle du Mouhoun,,01,,,,,,http://mapwarper.net/maps/wms/19943?request=GetCapabilities&service=WMS&version=1.1.1,...,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-3.4316794319032162, 12.7934959839718], [-3.3844757080077, 12.834091186522], [-3.3817291259765, 12.890396118162], [-3.288345336914, 12.954940795897], [-3.2828521728515, 12.993392944334], [-3.2073211669921, 13.026351928709], [-3.1441497802734, 13.00712585449], [-3.1249237060546, 12.983779907225], [-3.0672454833984, 12.98515319824], [-3.0219268798827, 12.952194213865], [-3.0095672607421, 12.975540161131], [-2.9518890380859, 12.965927124022], [-2.8955841064452, 12.935714721678], [-2.8530120849609, 12.923355102537], [-2.8076934814452, 12.939834594725], [-2.7870941162109, 12.974166870115], [-2.7115631103515, 12.96318054199], [-2.7115631103515, 12.909622192381], [-2.7156829833984, 12.864303588865], [-2.7211761474609, 12.812118530272], [-2.6827239990234, 12.779159545897], [-2.6415252685546, 12.762680053709], [-2.6387786865234, 12.728347778318], [-2.6827239990234, 12.702255249022], [-2.7074432373046, 12.680282592772], [-2.7568817138671, 12.637710571287], [-2.7637481689452, 12.582778930662], [-2.7349090576171, 12.530593872068], [-2.7101898193359, 12.508621215818], [-2.761001586914, 12.47978210449], [-2.7404022216796, 12.459182739256], [-2.7884674072265, 12.427597045897], [-2.8296661376952, 12.39189147949], [-2.837040770946022, 12.383595017082797], [-2.8389358520508, 12.389144897461], [-2.8945541381837, 12.385711669922], [-2.9055404663087, 12.356872558594], [-2.9398727416993, 12.376098632813], [-2.9687118530274, 12.347259521485], [-2.9906845092774, 12.374725341797], [-3.0346298217774, 12.369232177735], [-3.0744552612305, 12.398071289063], [-3.0813217163087, 12.429656982422], [-3.1060409545899, 12.432403564454], [-3.1335067749024, 12.483215332032], [-3.1664657592774, 12.51205444336], [-3.1939315795899, 12.554626464844], [-3.233757019043, 12.520294189454], [-3.2392501831055, 12.576599121094], [-3.2365036010743, 12.623291015625], [-3.2392501831055, 12.689208984375], [-3.2749557495118, 12.701568603516], [-3.3134078979493, 12.685089111329], [-3.3243942260743, 12.641143798829], [-3.3504867553712, 12.638397216797], [-3.3614730834962, 12.657623291016], [-3.3491134643555, 12.685089111329], [-3.387565612793, 12.713928222657], [-3.387565612793, 12.749633789063], [-3.435030758839031, 12.769746139082718], [-3.4455871582032, 12.725601196287], [-3.4304809570313, 12.788772583006], [-3.4316794319032162, 12.7934959839718]]]]}"
http://www.statoids.com/usl.html,Pending,1920-01-01,FullTransfer,Sierra Leone Colony,Sherbro Island,,,,,,,,Sierra Leone Protectorate,Southern,,,,,,,,http://mapwarper.net/maps/wms/19956?request=GetCapabilities&service=WMS&version=1.1.1,...,"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-11.740187988615, 6.6976662632079], [-11.62857221905, 6.9208976347], [-11.596219833008, 7.0341309439391], [-11.580161615274, 7.1153825987131], [-11.659424914977, 7.1687639225275], [-11.693496010265, 7.236720873043], [-11.753347911871, 7.2205446381122], [-11.764671276322, 7.2868669498712], [-11.802853862754, 7.3522120993585], [-11.890205279923, 7.3247125837952], [-11.946518593467, 7.3566268477589], [-11.998282377607, 7.3954496439547], [-12.027399516663, 7.4601544160396], [-12.100192406214, 7.4423606414348], [-12.171367588452, 7.445595888421], [-12.205337597987, 7.5027011241764], [-12.245407369918, 7.5730675365776], [-12.306876895017, 7.6296842750162], [-12.372070332057, 7.6156142447144], [-12.416672785765, 7.6417490188033], [-12.462454740888, 7.720523653552], [-12.543335747904, 7.7059651259333], [-12.624604166484, 7.7091666776687], [-12.716808454132, 7.738283732906], [-12.797049083746, 7.7581838797778], [-12.878907336852, 7.7787242364139], [-12.998611140064, 7.804606044665], [-13.089197804219, 7.8337232675404], [-13.233165959826, 7.8380875568837], [-13.448309213853, 7.6978432293982], [-13.519484479911, 7.1734147891403], [-13.093241904861, 6.6587082669139], [-12.274726764298, 6.458123959601], [-11.740187988615, 6.6976662632079]]]]}"
http://www.statoids.com/ung.html,NonActive,1967-05-27,FullTransfer,Nigeria,Umuahia,,,,,,Umuahia,,Nigeria,South-Eastern,,,,,,,,http://mapwarper.net/maps/wms/16160?request=GetCapabilities&service=WMS&version=1.1.1,"West Africa. Pergamon World Atlas. Pergamon Press, Ltd. & P.W.N. Poland 1967. Sluzba Topograficzna W.P. National and administrative boundaries. Retrieved from the David Rumsey Map Collection. http://rumsey.georeferencer.com/map/xPGE0sobt4TCn4fARcsEID/201306170401-BpaT2W/# is_map","{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.503914042269028, 5.269388637659409], [7.2325427038596, 5.3382440283895], [7.0934275025503, 5.6714732944966], [7.2200906218495, 5.7345099840313], [7.5484672689345, 5.7275509927422], [7.5756971386727, 5.8238833677024], [7.6720129174646, 5.8107400406152], [7.827403555205815, 5.7505476947497485], [7.8573647188024, 5.7085830027421], [7.8816289873795, 5.6244667487402], [7.9722156515346, 5.6034377271493], [8.0191265651957, 5.5743205042739], [8.0401555867867, 5.4562344083746], [8.0223618121819, 5.3802061880191], [7.9770685220138, 5.312266168948], [7.8654527524487, 5.3041783029397], [7.8169242152945, 5.3219720775445], [7.7797189587728, 5.376971108671], [7.7150141866879, 5.4266288558205], [7.6907499181108, 5.486969170924], [7.621055785203012, 5.476805485528123], [7.5389988720419, 5.4224233980844], [7.6193912141027, 5.3528658393392], [7.6340762665498, 5.3152561978991], [7.629754539682382, 5.315163257277444], [7.6651382166891, 5.2850494846322], [7.629754539682381, 5.315163257277444], [7.4836377007889, 5.3120209509129], [7.503914042269028, 5.269388637659409]]]]}"
http://www.statoids.com/ung.html,NonActive,1967-05-27,FullTransfer,Nigeria,Uyo,,,,,Province,Uyo,,Nigeria,Rivers,,,,,,,,http://mapwarper.net/maps/wms/16160?request=GetCapabilities&service=WMS&version=1.1.1,"West Africa. Pergamon World Atlas. Pergamon Press, Ltd. & P.W.N. Poland 1967. Sluzba Topograficzna W.P. National and administrative boundaries. Retrieved from the David Rumsey Map Collection. http://rumsey.georeferencer.com/map/xPGE0sobt4TCn4fARcsEID/201306170401-BpaT2W/# is_map","{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.314812746849402, 4.808676039056111], [7.3770838463679, 4.9234885489492], [7.5711981626228, 5.0926980515866], [7.9594267951325, 5.2415190776734], [8.351867669262, 5.4000460123568], [8.5006886953488, 5.1454393332748], [8.5071591893211, 4.860738604322], [8.5071591893211, 4.5178034296184], [8.2871630648151, 4.3528060009627], [7.756584067829, 4.2816309025435], [7.45478706991635, 4.2504105420436264], [7.3410160088679, 4.3232146828017], [7.3215876793256, 4.5764729330007], [7.5498153618539, 4.4963374806232], [7.5012866570617, 4.5756007803268], [7.5223158462907, 4.6500112933702], [7.5029043643738, 4.736233584363], [7.464081568178, 4.8069201854653], [7.3298191535289, 4.8106440974064], [7.314812746849402, 4.808676039056111]]]]}"
http://www.statoids.com/ung.html,NonActive,1967-05-27,FullTransfer,Nigeria,Port Harcourt,,,,,Province,Port Harcourt,,Nigeria,East Central,,,,,,,,http://mapwarper.net/maps/wms/16160?request=GetCapabilities&service=WMS&version=1.1.1,"West Africa. Pergamon World Atlas. Pergamon Press, Ltd. & P.W.N. Poland 1967. Sluzba Topograficzna W.P. National and administrative boundaries. Retrieved from the David Rumsey Map Collection. http://rumsey.georeferencer.com/map/xPGE0sobt4TCn4fARcsEID/201306170401-BpaT2W/# is_map","{""type"": ""MultiPolygon"", ""coordinates"": [[[[6.4106246363372, 5.5689727680706], [6.6500322427601, 5.5447084994935], [6.772111938335, 5.5174618659488], [6.7834353027866, 5.4527570938639], [6.7770153097809, 5.3954157398962], [6.8352495878936, 5.3274757208251], [6.867601973936, 5.2288009392046], [6.9290714990348, 5.2013015912794], [7.0083347987384, 5.2482124211215], [7.1053414139897, 5.219044739189], [7.2072514425964, 5.2141919525288], [7.2733715828509, 5.1755711601995], [7.2437657788397, 5.1314069123887], [7.1790610067547, 4.9922917948984], [7.0771342143417, 4.8784181082569], [7.0210904208944, 4.7024347705714], [7.0005332166329, 4.5538160836271], [6.6543627949432, 4.5420041380397], [6.3646910106764, 4.7715879863075], [6.2331078294665, 4.9399551076762], [6.2975766928867, 5.1374057566694], [6.2564622005448, 5.3025376310519], [6.4106246363372, 5.5689727680706]]]]}"
http://www.statoids.com/ung.html,NonActive,1967-05-27,FullTransfer,Nigeria,Ikot Ekpene,,,,,Province,Ikot Ekpene,,Nigeria,South-Eastern,,,,,,,,http://mapwarper.net/maps/wms/16160?request=GetCapabilities&service=WMS&version=1.1.1,"West Africa. Pergamon World Atlas. Pergamon Press, Ltd. & P.W.N. Poland 1967. Sluzba Topograficzna W.P. National and administrative boundaries. Retrieved from the David Rumsey Map Collection. http://rumsey.georeferencer.com/map/xPGE0sobt4TCn4fARcsEID/201306170401-BpaT2W/# is_map","{""type"": ""MultiPolygon"", ""coordinates"": [[[[7.629754539682381, 5.315163257277444], [7.6651382166891, 5.2850494846322], [7.7379310643299, 5.2009332306303], [7.7476368052884, 5.1232876382388], [7.7686658268793, 5.0812294274189], [7.8560172440483, 5.0343185975768], [7.8624877380206, 4.9599080845334], [7.8786638891323, 4.8774093702056], [7.895059143193, 4.7852726406969], [7.807707726024, 4.7690964057662], [7.7802082104607, 4.8273306838788], [7.7284444263204, 4.8548301994421], [7.6540339551865, 4.7820373937108], [7.5812411075457, 4.7577731251337], [7.4955073138698, 4.7367441035427], [7.449526541882993, 4.785849779444037], [7.4501731619241, 4.7922430419917], [7.4655405431988, 4.8423891188199], [7.4953063996511, 4.8857279168064], [7.4297928158196, 4.900286444425], [7.4564835615458, 4.9245507130021], [7.5147178396585, 4.9334476003045], [7.5289648538458, 4.9691532505299], [7.4625158496203, 4.9905698094139], [7.5467248493808, 5.1793761597569], [7.4836377007889, 5.3120209509129], [7.629754539682381, 5.315163257277444]]]]}"
http://www.statoids.com/ung.html,NonActive,1967-05-27,FullTransfer,Nigeria,Sokoto,,,,,Province,Sokoto,,Nigeria,North-Western,,,,,,,,http://mapwarper.net/maps/wms/16160?request=GetCapabilities&service=WMS&version=1.1.1,"West Africa. Pergamon World Atlas. Pergamon Press, Ltd. & P.W.N. Poland 1967. Sluzba Topograficzna W.P. National and administrative boundaries. Retrieved from the David Rumsey Map Collection. http://rumsey.georeferencer.com/map/xPGE0sobt4TCn4fARcsEID/201306170401-BpaT2W/# is_map","{""type"": ""MultiPolygon"", ""coordinates"": [[[[3.2413047133014, 10.774687249213], [4.0533493598924, 10.658219028264], [4.483636035584, 10.53851539269], [4.4489582581446, 10.395524483173], [4.7854229388759, 10.349254030734], [5.1477695954964, 10.421406459063], [5.6607232941315, 10.660173688083], [5.5632617091761, 10.90793872252], [5.3756180545316, 11.192639786749], [5.5017921840773, 11.279991287737], [5.6764951860533, 11.034113187342], [5.8317865384743, 10.746176708489], [6.0291361017154, 10.600591097026], [6.2264854973183, 10.610297340899], [6.4205998135731, 10.768823940306], [6.7966961441562, 10.774081069975], [7.0846322877333, 10.871138144284], [7.2819818509743, 11.152603793889], [7.4105151509867, 11.610491070896], [7.7386559313164, 11.811277884989], [7.8810062957928, 12.422738056629], [7.7381503349171, 12.963325884193], [7.4081561481581, 13.341848608106], [7.1346437511966, 13.653038162737], [6.484360699542, 14.026708602905], [5.2873226674274, 14.220822751522], [4.1355780931191, 13.806711807847], [3.3785323938356, 13.023784384131], [3.101380406879, 11.733598262071], [3.2413047133014, 10.774687249213]]]]}"
